prov_persona_en_situacion_violencia,edad_persona_en_situacion_de_violencia,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,vinculo_con_la_persona_agresora
0,34.0,0,0,0,0,0,1,0
12,44.0,1,1,1,1,0,1,0
0,40.0,1,1,0,1,0,1,5
12,37.0,0,0,0,1,0,1,0
14,34.0,1,1,0,0,0,1,0
4,31.0,0,0,0,0,0,1,5
4,31.0,0,0,0,0,0,1,0
0,36.0,1,1,0,0,0,1,5
4,36.0,1,1,0,0,0,1,5
0,39.0,0,0,0,0,1,1,5
0,25.0,1,1,0,0,0,1,5
0,26.0,1,1,0,0,1,1,5
0,42.0,1,1,0,1,1,1,5
0,50.0,0,0,0,0,1,1,0
0,27.0,1,1,0,1,1,1,0
0,60.0,0,0,0,0,1,1,5
0,38.0,0,0,0,1,0,1,5
0,35.0,1,1,0,1,1,1,5
0,48.0,1,1,0,0,0,1,5
0,49.0,1,1,0,1,0,1,0
0,22.0,1,1,0,0,1,1,5
0,46.0,1,1,1,1,0,1,0
0,28.0,0,0,0,0,0,1,0
12,19.0,1,1,0,0,0,1,5
2,37.0,0,0,0,1,1,1,0
0,44.0,1,1,0,0,0,1,4
0,34.0,1,1,0,0,0,1,5
6,52.0,1,1,0,0,0,1,0
0,41.0,1,1,0,0,0,1,5
0,30.0,1,1,0,0,0,1,0
12,14.0,1,1,1,0,0,1,2
0,29.0,1,1,0,0,1,1,5
16,32.0,1,1,0,0,1,1,0
12,51.0,1,1,0,1,0,1,0
4,33.0,1,1,0,0,0,1,0
4,36.0,1,1,0,0,0,1,5
0,37.0,1,1,0,1,1,1,5
0,37.0,0,0,0,1,1,1,5
4,38.0,0,0,0,0,0,1,0
4,39.0,1,1,0,0,0,1,0
4,41.0,1,1,0,0,0,1,0
0,43.0,1,1,0,0,1,1,5
4,49.0,0,0,0,0,0,1,0
4,62.0,1,1,0,0,0,1,0
0,33.0,0,0,1,0,1,0,2
0,62.0,0,0,1,0,0,1,0
0,50.0,1,1,0,0,1,1,0
0,49.0,1,1,0,0,1,1,0
0,54.0,1,1,0,0,1,1,3
0,33.0,1,1,0,1,1,1,0
0,29.0,1,1,0,1,0,1,0
0,43.0,1,1,0,0,0,1,3
0,53.0,0,0,0,0,1,1,5
0,31.0,0,0,0,1,1,1,0
0,44.0,0,0,0,0,1,1,0
0,34.0,1,1,1,0,1,1,0
0,49.0,1,1,1,1,1,1,5
0,34.0,0,0,0,0,1,1,0
0,38.0,1,1,1,0,1,0,2
0,33.0,1,1,0,0,1,1,5
0,38.0,1,1,0,0,1,1,0
0,45.0,0,0,0,0,0,1,0
0,38.0,0,0,0,1,1,1,0
20,44.0,1,1,0,0,0,1,0
23,26.0,1,1,0,1,1,1,5
21,24.0,0,0,0,1,1,1,0
12,38.0,1,1,0,1,0,1,5
9,42.0,1,1,0,1,1,1,0
12,35.0,1,1,0,1,0,1,5
0,24.0,1,1,0,1,1,1,5
18,39.0,1,1,0,1,0,1,5
7,16.0,1,1,1,0,1,1,1
1,29.0,1,1,0,0,0,1,0
16,36.0,1,1,0,0,1,1,0
2,30.0,0,0,0,1,0,1,0
0,27.0,1,1,0,0,0,1,0
0,22.0,1,1,0,1,0,1,5
0,42.0,1,1,0,0,0,1,5
0,33.0,1,1,0,0,0,1,5
4,23.0,1,1,0,1,1,1,0
4,24.0,0,0,0,0,0,1,0
4,28.0,0,0,0,0,0,1,5
0,29.0,1,1,0,1,0,1,0
4,33.0,1,1,0,0,0,1,5
4,36.0,0,0,0,0,0,1,5
0,39.0,1,1,0,1,0,1,0
4,54.0,1,1,0,1,0,0,2
4,57.0,0,0,0,0,0,1,0
0,53.0,0,0,0,0,0,1,5
0,38.0,0,0,0,1,1,1,0
0,28.0,1,1,1,1,1,1,0
0,45.0,1,1,0,1,1,1,0
0,43.0,1,1,0,1,1,1,5
0,33.0,0,0,0,1,1,1,0
0,28.0,1,1,0,1,1,1,0
0,50.0,0,0,0,0,1,1,0
0,30.0,0,0,0,1,1,1,0
0,24.0,0,0,0,1,1,1,0
0,54.0,0,0,0,1,1,1,0
0,36.0,0,0,0,1,0,1,0
0,18.0,1,1,0,0,0,1,4
0,43.0,1,1,0,1,1,1,0
0,45.0,1,1,0,0,1,1,0
0,42.0,1,1,0,0,1,1,5
0,45.0,0,0,0,0,0,1,5
0,37.0,0,0,0,0,1,1,0
0,26.0,1,1,0,1,1,1,0
0,25.0,1,1,0,1,1,1,5
0,23.0,1,1,0,1,0,1,0
16,34.0,0,0,0,1,1,1,5
13,30.0,0,0,0,0,0,1,5
0,36.0,1,1,0,1,1,1,0
18,28.0,1,1,0,0,0,0,0
9,45.0,1,1,0,0,0,1,0
6,33.0,0,0,1,1,0,1,5
2,37.0,1,1,0,1,0,1,0
13,56.0,0,0,0,1,0,1,0
20,25.0,1,1,0,1,0,1,5
13,27.0,1,1,1,1,0,1,5
20,34.0,1,1,0,0,0,1,0
6,28.0,1,1,0,0,0,1,0
15,46.0,0,0,0,1,0,1,5
12,32.0,1,1,0,0,0,1,0
0,24.0,0,0,1,0,0,0,2
4,29.0,0,0,0,0,1,1,0
0,33.0,0,0,0,0,1,1,5
0,34.0,0,0,0,1,1,1,0
0,35.0,0,0,0,0,0,1,5
0,46.0,1,1,0,0,0,1,5
4,47.0,0,0,0,1,0,1,0
0,50.0,1,1,0,1,0,1,0
0,27.0,0,0,0,1,0,1,0
0,20.0,1,1,0,0,1,1,0
0,32.0,0,0,0,0,1,1,5
0,51.0,1,1,1,1,1,1,5
0,36.0,1,1,0,0,1,1,0
0,30.0,1,1,0,1,1,1,0
0,41.0,0,0,0,0,1,1,0
0,58.0,0,0,0,1,1,1,0
0,20.0,1,1,0,1,1,1,0
0,28.0,0,0,0,1,1,1,0
0,22.0,1,1,0,1,0,1,0
0,32.0,0,0,0,0,1,1,0
0,18.0,1,1,0,0,1,1,0
0,30.0,1,1,0,0,0,1,0
0,22.0,1,1,0,1,1,1,0
0,30.0,0,0,0,0,1,1,4
0,37.0,0,0,0,1,1,1,0
0,47.0,1,1,1,0,1,1,0
23,28.0,1,1,0,0,0,1,0
0,24.0,1,1,0,0,1,1,0
0,30.0,1,1,0,0,0,1,5
12,49.0,1,1,0,1,0,1,5
0,38.0,0,0,0,0,0,1,0
6,34.0,1,1,0,1,1,1,0
0,47.0,1,1,0,1,0,1,0
20,43.0,1,1,0,1,0,1,5
0,28.0,1,1,1,1,1,1,0
5,24.0,1,1,0,1,1,1,0
6,31.0,0,0,0,1,0,1,0
12,32.0,1,1,0,1,0,1,0
6,53.0,1,1,0,0,0,1,0
20,29.0,1,1,0,0,0,1,0
0,24.0,1,1,0,1,0,1,0
0,30.0,1,1,0,0,0,1,0
6,60.0,0,0,0,0,1,1,5
0,38.0,0,0,0,0,0,1,0
8,58.0,1,1,0,1,1,1,5
4,24.0,1,1,0,0,0,1,5
0,30.0,1,1,0,0,1,1,0
4,33.0,1,1,0,0,0,1,5
4,34.0,1,1,0,0,1,1,5
4,34.0,1,1,0,1,1,1,5
4,34.0,1,1,0,0,1,1,5
0,36.0,1,1,0,1,1,1,5
4,38.0,0,0,0,0,1,0,2
4,39.0,0,0,0,0,0,1,5
4,45.0,1,1,0,0,0,1,0
4,46.0,1,1,0,0,1,1,5
4,48.0,1,1,0,1,0,1,5
0,49.0,1,1,0,1,1,1,5
4,55.0,1,1,0,1,1,1,5
0,48.0,0,0,0,0,1,1,5
0,51.0,0,0,0,1,1,1,5
0,47.0,1,1,1,1,1,1,0
0,24.0,0,0,0,0,1,1,5
0,59.0,1,1,1,0,1,0,2
0,42.0,0,0,0,1,0,1,0
0,38.0,1,1,0,1,1,1,0
0,43.0,1,1,1,0,1,1,0
0,33.0,0,0,0,0,1,1,0
0,39.0,1,1,0,1,0,1,0
0,33.0,0,0,0,0,1,1,0
0,43.0,0,0,0,0,0,1,0
0,39.0,0,0,0,0,1,1,0
0,23.0,1,1,0,0,1,1,0
0,50.0,1,1,1,0,0,1,0
0,23.0,0,0,0,0,1,0,2
0,29.0,1,1,0,0,1,1,5
0,24.0,1,1,0,1,1,1,5
0,34.0,1,1,0,0,1,1,5
23,25.0,1,1,1,1,1,1,0
0,42.0,0,0,0,0,0,1,5
0,38.0,1,1,0,0,0,1,2
2,48.0,1,1,0,0,0,1,0
0,33.0,0,0,0,0,0,1,0
2,25.0,1,1,0,0,0,1,5
0,48.0,1,1,0,1,0,1,5
20,32.0,0,0,0,0,0,1,0
0,33.0,1,1,0,0,0,1,0
20,38.0,0,0,0,1,0,1,0
4,21.0,0,0,1,0,0,0,2
4,23.0,1,1,0,0,1,1,0
4,25.0,1,1,0,1,1,1,5
4,28.0,1,1,0,1,0,1,0
4,29.0,1,1,0,0,0,1,0
4,32.0,1,1,0,1,0,1,0
4,34.0,0,0,0,1,0,1,0
4,42.0,0,0,0,0,1,0,2
4,42.0,0,0,0,1,1,1,5
0,45.0,0,0,0,0,1,1,5
4,59.0,1,1,0,0,0,1,5
0,38.0,1,1,0,1,1,1,0
0,26.0,1,1,0,1,1,1,0
0,33.0,1,1,0,1,1,1,0
0,30.0,0,0,0,0,0,1,0
0,34.0,0,0,0,1,1,1,5
0,39.0,0,0,0,0,1,1,0
0,54.0,0,0,1,0,1,1,5
0,53.0,0,0,0,0,1,1,0
0,16.0,1,1,0,1,1,1,5
6,31.0,1,1,0,0,0,1,5
0,42.0,1,1,0,1,0,1,5
23,42.0,1,1,0,1,1,1,5
5,20.0,1,1,1,0,0,1,0
0,31.0,1,1,1,1,1,1,5
23,22.0,0,0,1,0,0,1,0
6,23.0,1,1,0,1,0,1,0
6,21.0,1,1,0,0,0,1,5
6,47.0,1,1,0,1,0,1,5
0,30.0,1,1,0,0,0,1,5
0,49.0,1,1,0,0,0,1,2
18,31.0,1,1,0,1,1,1,0
0,28.0,0,0,1,0,0,0,2
6,60.0,0,0,0,0,1,1,3
20,55.0,1,1,0,1,0,1,0
0,27.0,1,1,1,1,1,1,5
18,37.0,0,0,0,1,0,1,0
23,18.0,1,1,0,0,0,1,5
0,24.0,0,0,0,0,1,1,5
0,29.0,0,0,0,1,0,1,5
0,42.0,1,1,0,1,1,1,5
0,28.0,1,1,0,0,0,1,0
12,47.0,1,1,1,0,1,1,0
0,28.0,0,0,0,0,0,1,2
2,21.0,1,1,0,1,0,1,5
20,40.0,1,1,1,1,1,1,0
0,25.0,0,0,0,1,0,1,0
11,34.0,1,1,0,1,0,1,5
20,30.0,1,1,0,1,0,1,5
0,11.0,1,1,1,0,0,1,2
6,26.0,1,1,0,0,0,0,2
20,53.0,1,1,0,1,0,1,5
14,64.0,1,1,0,1,0,1,5
4,42.0,1,1,0,0,0,1,5
0,25.0,1,1,0,0,0,1,5
0,33.0,1,1,0,0,1,1,0
0,37.0,1,1,0,1,1,1,5
0,29.0,1,1,1,1,0,1,0
0,32.0,1,1,1,1,1,1,0
0,20.0,1,1,1,1,1,1,0
0,35.0,1,1,1,1,1,1,0
0,21.0,0,0,0,0,0,0,2
0,33.0,1,1,0,1,1,1,0
0,39.0,0,0,0,1,1,1,0
0,34.0,1,1,0,1,1,1,5
0,24.0,0,0,0,0,0,1,5
0,30.0,1,1,0,0,1,1,5
0,24.0,1,1,0,0,0,1,5
0,34.0,1,1,0,1,1,1,5
0,25.0,1,1,0,0,1,1,0
0,28.0,1,1,0,1,0,1,0
12,36.0,1,1,0,0,0,1,0
0,43.0,1,1,0,1,0,1,0
0,32.0,0,0,0,1,0,1,0
20,28.0,1,1,1,0,0,1,5
0,38.0,0,0,0,0,1,1,5
1,37.0,1,1,0,1,0,1,5
0,33.0,0,0,0,1,1,1,0
6,36.0,1,1,0,0,0,1,5
9,28.0,1,1,0,1,0,1,5
23,34.0,1,1,0,0,1,1,0
6,43.0,1,1,0,0,1,1,0
6,58.0,0,0,0,1,0,1,0
0,42.0,1,1,0,0,0,1,5
20,31.0,1,1,0,0,0,1,0
7,20.0,0,0,1,0,0,1,2
0,39.0,1,1,0,0,0,1,0
0,37.0,1,1,0,1,1,1,3
20,35.0,1,1,1,0,0,1,0
9,39.0,1,1,0,0,0,1,5
0,27.0,1,1,0,0,0,1,5
0,30.0,1,1,0,0,1,1,5
0,28.0,1,1,0,1,0,1,5
0,17.0,1,1,0,0,0,1,5
23,33.0,1,1,0,0,0,1,5
6,36.0,1,1,0,0,1,1,0
0,27.0,1,1,0,0,0,1,0
4,40.0,0,0,0,1,0,1,5
0,42.0,1,1,1,1,1,1,5
0,22.0,1,1,0,1,1,1,0
0,24.0,1,1,0,1,0,1,0
0,38.0,0,0,0,1,1,1,0
20,34.0,1,1,0,1,0,1,0
0,55.0,1,1,0,1,0,1,0
20,19.0,1,1,1,0,0,0,2
23,30.0,1,1,0,1,0,1,5
0,53.0,0,0,0,1,0,1,0
0,64.0,1,1,1,0,0,1,5
16,27.0,1,1,0,1,0,1,5
0,21.0,0,0,1,0,0,0,2
4,25.0,1,1,0,0,0,1,5
4,32.0,1,1,0,0,0,1,5
4,35.0,1,1,0,1,0,1,5
4,45.0,1,1,0,0,0,1,2
4,49.0,1,1,0,0,0,1,0
0,31.0,1,1,0,1,0,1,5
0,23.0,1,1,0,1,0,1,5
0,40.0,1,1,0,1,1,1,0
0,30.0,1,1,0,1,0,1,5
0,33.0,0,0,0,1,0,1,0
0,25.0,0,0,1,1,1,1,0
0,37.0,1,1,1,1,0,1,0
0,41.0,1,1,0,1,0,1,5
0,30.0,1,1,0,0,0,1,5
0,55.0,1,1,0,1,1,1,0
0,21.0,1,1,0,0,1,1,5
0,30.0,0,0,0,0,0,0,2
0,37.0,1,1,1,1,1,1,5
6,31.0,0,0,0,1,0,1,0
0,32.0,1,1,0,1,0,1,5
0,23.0,1,1,0,0,0,1,0
6,41.0,1,1,0,1,0,1,0
7,22.0,1,1,1,0,0,1,0
18,18.0,1,1,0,0,0,1,0
5,28.0,1,1,0,0,0,1,0
20,33.0,1,1,0,1,0,1,0
0,42.0,1,1,0,0,0,1,0
6,41.0,1,1,0,1,0,1,0
0,37.0,1,1,0,1,0,1,5
0,27.0,1,1,0,1,0,1,5
20,27.0,1,1,0,0,0,1,0
20,22.0,1,1,0,0,1,1,5
20,24.0,1,1,0,1,0,1,0
0,33.0,1,1,0,1,1,1,0
6,36.0,1,1,0,1,0,1,0
12,29.0,0,0,0,0,1,1,0
6,35.0,1,1,0,0,0,1,0
0,44.0,1,1,0,1,0,1,0
6,29.0,1,1,0,0,0,1,0
0,27.0,1,1,0,0,0,1,0
4,25.0,1,1,0,1,0,1,5
4,18.0,0,0,1,0,1,1,5
4,28.0,1,1,0,1,0,1,5
4,28.0,0,0,0,0,0,1,0
4,34.0,0,0,0,0,0,1,0
4,35.0,1,1,0,1,1,1,0
0,41.0,0,0,0,1,0,1,5
4,42.0,0,0,0,1,0,1,0
4,50.0,1,1,0,0,0,1,4
0,30.0,1,1,0,1,1,1,5
0,42.0,1,1,1,0,0,1,5
0,33.0,1,1,1,1,1,1,0
0,43.0,1,1,0,1,1,1,0
0,36.0,0,0,0,1,0,1,0
0,26.0,0,0,0,1,1,1,0
0,36.0,0,0,0,1,0,1,0
0,40.0,0,0,0,0,1,1,5
0,37.0,0,0,0,1,0,1,0
0,34.0,0,0,0,1,0,1,0
0,39.0,1,1,0,1,1,1,0
0,33.0,1,1,0,0,1,1,5
0,41.0,1,1,0,0,0,1,0
0,22.0,1,1,0,0,0,1,0
0,40.0,1,1,1,1,1,1,0
0,30.0,1,1,0,0,1,1,5
0,28.0,1,1,0,0,1,1,5
0,27.0,1,1,0,0,1,1,0
0,26.0,1,1,0,0,0,1,0
12,36.0,1,1,0,0,0,1,5
23,31.0,1,1,0,0,0,1,0
5,24.0,1,1,0,1,0,1,0
0,37.0,0,0,0,1,0,1,0
20,23.0,1,1,0,0,0,1,5
0,31.0,0,0,0,1,0,1,0
0,35.0,1,1,1,1,1,0,2
4,36.0,0,0,0,1,0,1,5
8,22.0,0,0,0,0,0,1,0
0,42.0,1,1,0,1,1,1,0
0,45.0,0,0,0,0,1,1,2
20,36.0,0,0,0,0,0,1,0
0,37.0,1,1,0,0,0,1,0
20,52.0,1,1,0,0,0,1,0
23,30.0,1,1,0,0,0,1,5
0,27.0,1,1,0,1,1,1,5
4,21.0,0,0,1,0,0,1,0
0,28.0,0,0,0,1,1,1,0
4,31.0,0,0,0,0,0,1,5
4,34.0,1,1,0,1,0,1,0
4,39.0,0,0,0,1,0,1,5
4,40.0,1,1,0,1,1,1,5
4,41.0,1,1,0,0,0,1,0
0,38.0,0,0,0,1,1,1,5
0,25.0,1,1,0,0,1,1,4
0,35.0,1,1,0,1,1,1,0
0,23.0,1,1,0,0,1,1,5
0,19.0,0,0,0,1,1,1,0
0,39.0,1,1,1,1,1,1,0
0,30.0,0,0,0,0,0,1,0
0,40.0,1,1,0,1,1,1,5
0,36.0,1,1,0,1,1,1,0
0,29.0,0,0,0,0,1,1,0
0,42.0,1,1,0,0,1,1,5
0,25.0,1,1,0,1,1,1,0
0,43.0,1,1,1,1,1,1,5
0,34.0,0,0,0,1,1,1,0
0,31.0,1,1,1,0,1,1,0
0,38.0,1,1,0,0,1,1,5
0,42.0,1,1,0,0,1,1,5
0,20.0,1,1,0,1,0,1,5
0,22.0,1,1,0,0,0,1,5
0,34.0,1,1,0,0,1,1,0
0,36.0,0,0,1,1,0,1,0
0,29.0,1,1,0,0,1,1,0
0,30.0,1,1,0,0,0,1,0
0,20.0,1,1,1,0,0,1,0
0,36.0,0,0,0,0,0,1,0
0,40.0,0,0,0,0,1,1,5
0,44.0,0,0,0,0,1,1,0
0,21.0,1,1,0,1,1,1,0
0,20.0,0,0,1,0,1,0,6
20,41.0,1,1,0,0,0,1,5
8,26.0,1,1,0,0,0,1,0
4,31.0,1,1,0,1,1,1,0
4,21.0,0,0,0,1,1,1,5
12,26.0,0,0,0,1,1,1,0
20,25.0,1,1,0,0,0,1,0
9,44.0,1,1,0,0,1,1,5
6,45.0,1,1,0,1,0,1,0
20,37.0,1,1,0,1,1,1,5
20,48.0,1,1,0,0,1,1,0
0,23.0,1,1,0,1,1,1,0
7,48.0,1,1,1,1,0,1,5
7,22.0,1,1,0,1,0,1,0
7,45.0,0,0,0,1,0,1,0
1,25.0,1,1,0,0,0,1,0
0,20.0,1,1,0,0,0,1,0
4,30.0,1,1,0,0,1,1,5
4,30.0,0,0,0,0,0,1,0
4,32.0,1,1,0,1,1,1,0
4,34.0,1,1,0,1,0,1,5
0,37.0,1,1,0,1,0,1,5
4,37.0,0,0,0,1,1,1,0
4,37.0,0,0,0,1,1,1,0
23,38.0,0,0,0,0,0,1,0
4,41.0,0,0,1,0,0,0,2
4,42.0,0,0,0,0,0,0,2
4,43.0,1,1,1,0,1,1,5
4,45.0,0,0,1,0,0,1,0
0,56.0,0,0,0,0,0,1,0
4,58.0,1,1,1,1,0,1,0
0,43.0,1,1,0,0,1,1,0
0,56.0,1,1,0,0,1,1,0
0,19.0,1,1,1,0,1,1,0
0,17.0,1,1,1,0,1,1,3
0,24.0,0,0,1,1,0,1,0
0,43.0,0,0,0,1,1,1,5
0,46.0,1,1,0,0,1,1,0
0,35.0,1,1,0,0,1,1,5
0,21.0,0,0,0,0,1,1,3
0,24.0,0,0,0,1,1,1,0
0,64.0,1,1,1,1,1,1,0
0,50.0,1,1,0,0,1,1,0
0,35.0,1,1,0,0,1,1,0
7,34.0,1,1,1,0,0,1,5
6,46.0,1,1,0,0,0,1,5
0,34.0,1,1,0,0,0,0,2
18,17.0,1,1,0,0,0,1,5
12,41.0,0,0,0,1,0,1,5
2,26.0,1,1,0,0,0,1,0
0,29.0,0,0,0,0,0,1,0
7,41.0,0,0,0,0,1,1,0
23,30.0,0,0,0,1,0,1,5
16,26.0,1,1,1,1,0,1,5
0,29.0,1,1,0,0,1,1,0
6,52.0,0,0,0,0,1,1,0
0,40.0,1,1,1,1,0,1,5
9,29.0,1,1,0,1,0,1,5
0,20.0,1,1,1,1,0,1,5
0,22.0,1,1,0,0,0,1,0
4,30.0,1,1,0,0,0,0,2
4,30.0,1,1,1,0,1,1,0
4,30.0,0,0,0,1,0,1,0
4,31.0,0,0,1,0,0,0,2
4,38.0,0,0,0,1,0,1,0
4,39.0,1,1,0,1,0,1,5
0,41.0,0,0,0,0,0,1,0
4,51.0,0,0,0,0,0,1,0
4,54.0,1,1,0,0,0,1,5
0,46.0,0,0,1,0,1,1,0
0,27.0,1,1,0,0,1,1,0
0,31.0,1,1,0,1,1,1,5
0,41.0,1,1,0,0,1,0,2
0,26.0,0,0,0,1,1,1,5
0,38.0,0,0,1,0,0,1,3
0,50.0,1,1,0,0,1,1,5
0,30.0,1,1,1,0,1,1,0
0,22.0,0,0,0,0,0,1,5
0,40.0,1,1,0,0,1,1,5
0,32.0,1,1,1,1,1,1,0
0,56.0,1,1,1,1,0,1,0
0,36.0,1,1,0,1,0,1,5
0,22.0,1,1,0,0,1,1,5
0,24.0,1,1,0,0,1,1,0
0,30.0,1,1,0,0,1,1,5
0,40.0,1,1,0,0,1,1,5
0,32.0,0,0,0,0,1,1,0
9,31.0,1,1,0,1,0,1,0
15,30.0,1,1,0,1,0,1,0
0,51.0,1,1,0,1,0,1,0
16,36.0,1,1,0,1,0,1,0
0,46.0,1,1,0,1,0,1,0
0,42.0,1,1,0,0,0,1,0
6,26.0,0,0,1,0,0,0,6
4,22.0,1,1,0,0,0,1,5
12,24.0,1,1,0,0,0,1,0
23,45.0,0,0,1,0,1,1,0
6,36.0,1,1,1,1,0,1,0
0,45.0,1,1,1,1,1,1,0
20,23.0,1,1,0,0,0,1,0
9,32.0,0,0,0,0,0,0,2
4,49.0,0,0,0,0,0,1,5
0,26.0,1,1,0,1,0,1,0
12,24.0,1,1,0,0,0,1,5
12,21.0,1,1,0,0,0,1,5
23,24.0,1,1,1,1,0,1,0
0,39.0,1,1,0,0,0,1,0
17,24.0,1,1,0,0,0,1,5
0,27.0,1,1,0,0,1,1,0
4,29.0,1,1,0,1,0,1,5
4,31.0,1,1,0,0,1,1,0
4,34.0,1,1,0,0,0,1,0
23,50.0,1,1,0,1,0,1,5
0,44.0,0,0,0,0,0,1,5
0,36.0,1,1,0,1,1,1,5
0,27.0,1,1,1,1,1,1,0
0,22.0,0,0,0,0,1,1,5
0,25.0,1,1,0,0,1,1,0
0,45.0,1,1,1,1,1,1,0
0,56.0,1,1,1,1,1,1,0
0,27.0,1,1,0,1,1,1,0
0,22.0,1,1,1,1,1,1,0
0,56.0,1,1,1,1,1,1,5
0,27.0,1,1,0,0,1,1,0
0,44.0,0,0,0,0,1,1,0
0,42.0,1,1,0,0,1,1,0
12,26.0,1,1,0,1,0,1,0
0,34.0,0,0,0,0,1,1,5
12,44.0,1,1,0,0,0,1,0
23,40.0,1,1,1,0,0,1,5
18,43.0,1,1,0,1,1,1,0
0,31.0,1,1,0,0,0,1,0
18,30.0,1,1,0,1,0,1,0
0,37.0,0,0,0,0,0,1,0
23,41.0,1,1,0,1,0,1,0
20,42.0,0,0,0,0,0,1,5
0,35.0,1,1,1,1,1,1,0
20,34.0,1,1,1,1,0,1,0
0,14.0,1,1,1,0,0,1,2
6,30.0,1,1,0,0,1,1,5
12,48.0,1,1,0,1,0,1,5
0,31.0,0,0,0,1,0,1,0
0,32.0,1,1,1,0,0,1,5
1,28.0,0,0,0,0,1,0,2
23,26.0,1,1,0,0,0,1,0
0,21.0,0,0,0,0,1,1,0
18,48.0,1,1,0,0,0,1,0
12,25.0,1,1,0,0,0,1,5
0,23.0,0,0,0,1,0,1,0
0,54.0,0,0,0,0,0,1,0
0,38.0,1,1,0,0,0,1,5
12,34.0,1,1,0,1,0,1,0
4,23.0,1,1,0,0,0,1,0
0,26.0,0,0,0,1,0,1,0
0,34.0,1,1,0,0,1,1,5
4,36.0,0,0,0,1,0,1,0
0,45.0,0,0,0,0,0,1,0
4,47.0,1,1,0,0,0,1,5
0,25.0,1,1,0,1,1,1,0
0,26.0,1,1,0,1,1,1,5
0,45.0,0,0,0,0,0,1,0
0,22.0,0,0,0,0,1,1,0
0,39.0,1,1,1,1,1,1,5
0,32.0,0,0,0,0,1,1,5
0,31.0,0,0,0,0,1,1,0
0,53.0,0,0,0,0,1,0,2
0,38.0,1,1,1,1,1,1,5
0,34.0,1,1,0,1,0,1,5
0,35.0,1,1,0,1,1,1,5
0,32.0,1,1,1,1,1,1,5
0,27.0,0,0,0,0,1,1,0
0,39.0,0,0,1,1,1,1,5
0,23.0,1,1,0,0,1,1,0
0,25.0,1,1,0,1,1,1,0
6,19.0,1,1,0,0,0,1,5
0,55.0,0,0,0,1,1,1,5
14,36.0,0,0,0,0,1,1,0
0,20.0,0,0,0,1,0,1,5
12,36.0,1,1,0,1,0,1,5
0,46.0,1,1,0,1,1,1,0
5,35.0,1,1,0,1,1,1,0
17,30.0,1,1,0,1,0,1,0
9,15.0,0,0,0,0,0,1,0
0,28.0,1,1,0,0,0,1,0
20,48.0,0,0,0,0,0,1,5
0,39.0,1,1,0,0,1,1,5
7,27.0,1,1,0,0,0,1,0
23,37.0,0,0,0,0,0,1,5
17,54.0,1,1,0,0,1,0,2
0,32.0,1,1,0,1,0,1,0
23,21.0,1,1,0,0,1,1,2
12,35.0,1,1,0,0,0,1,0
0,36.0,1,1,0,0,0,1,5
0,41.0,0,0,0,1,0,1,0
0,27.0,1,1,0,1,0,1,5
0,37.0,1,1,0,0,0,1,0
0,46.0,1,1,0,1,1,1,5
13,26.0,0,0,0,0,0,1,5
17,37.0,1,1,1,1,0,1,0
20,29.0,1,1,0,0,0,1,0
0,41.0,0,0,0,0,0,1,5
0,23.0,1,1,0,1,0,1,5
20,30.0,1,1,0,1,0,1,0
4,24.0,0,0,1,0,0,0,2
4,26.0,1,1,0,1,0,1,5
4,34.0,1,1,0,1,0,1,5
4,35.0,0,0,0,0,1,1,0
4,62.0,0,0,0,0,0,1,5
0,29.0,0,0,0,0,1,1,5
0,50.0,1,1,0,0,0,1,0
0,38.0,0,0,1,0,0,1,5
0,44.0,1,1,0,1,1,1,5
0,56.0,0,0,0,1,1,1,0
0,56.0,1,1,0,1,1,1,0
0,31.0,1,1,1,0,0,1,5
0,29.0,1,1,0,0,1,1,5
0,30.0,0,0,0,0,1,1,5
0,25.0,1,1,0,0,1,1,0
0,30.0,1,1,0,1,1,1,5
0,33.0,0,0,0,1,1,1,5
0,44.0,1,1,0,1,1,1,0
0,23.0,0,0,0,0,0,1,4
0,37.0,0,0,0,0,1,1,5
0,51.0,1,1,1,0,1,1,5
0,44.0,1,1,1,1,1,1,5
20,21.0,0,0,0,1,0,1,0
18,30.0,1,1,0,1,0,1,0
0,49.0,1,1,0,1,0,1,5
14,35.0,0,0,0,1,0,1,0
0,38.0,1,1,0,0,0,1,5
0,35.0,1,1,0,1,1,1,0
18,28.0,1,1,0,0,0,1,5
0,28.0,1,1,0,1,0,1,5
16,25.0,1,1,0,1,1,1,0
0,37.0,1,1,0,0,0,1,5
12,27.0,1,1,0,0,0,1,5
13,30.0,1,1,0,0,0,1,5
12,36.0,1,1,0,1,0,1,5
6,33.0,1,1,0,1,1,1,0
0,39.0,1,1,1,1,0,1,0
5,28.0,1,1,0,0,0,1,0
20,61.0,1,1,0,1,0,1,0
2,25.0,1,1,0,0,0,1,0
16,39.0,1,1,0,0,0,1,0
0,46.0,1,1,0,0,0,1,0
4,26.0,0,0,0,1,0,1,0
4,30.0,1,1,1,1,0,0,2
4,35.0,0,0,0,0,0,1,0
0,37.0,0,0,0,0,0,1,0
4,40.0,0,0,1,0,0,1,0
0,42.0,1,1,0,0,0,1,0
4,44.0,1,1,0,1,0,1,0
