prov_persona_en_situacion_violencia,edad_persona_en_situacion_de_violencia,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,vinculo_con_la_persona_agresora
9,25.0,1,1,0,1,1,1,3
0,23.0,1,1,0,0,0,1,5
0,23.0,1,1,0,0,1,1,0
0,19.0,1,1,0,0,0,1,5
20,35.0,0,0,0,0,0,1,0
0,41.0,1,1,0,0,0,1,0
0,30.0,1,1,0,1,1,1,0
9,36.0,0,0,0,1,0,1,5
0,42.0,1,1,0,0,0,1,5
6,28.0,0,0,0,1,0,1,0
0,40.0,1,1,0,1,0,1,5
0,31.0,0,0,0,0,0,1,5
0,58.0,1,1,0,0,0,1,2
20,20.0,0,0,0,0,0,1,5
18,27.0,0,0,0,0,0,1,0
0,28.0,0,0,0,0,0,1,0
5,26.0,1,1,0,0,0,1,5
20,30.0,0,0,0,0,0,1,5
23,32.0,1,1,0,1,0,1,0
6,39.0,1,1,0,1,0,1,0
20,51.0,1,1,1,0,0,0,6
0,26.0,1,1,0,0,0,1,5
0,53.0,1,1,0,1,0,1,0
0,38.0,1,1,0,1,0,1,0
0,44.0,1,1,0,0,1,1,5
0,44.0,1,1,0,0,1,1,3
0,41.0,1,1,1,0,1,1,5
0,21.0,1,1,1,1,1,1,5
0,39.0,0,0,0,0,0,1,0
0,47.0,1,1,0,1,1,1,0
0,54.0,1,1,0,1,1,1,5
0,45.0,1,1,0,1,1,1,0
0,24.0,1,1,1,1,1,1,0
0,36.0,1,1,1,1,1,1,5
0,34.0,1,1,1,1,1,1,5
0,20.0,1,1,0,0,1,1,5
0,25.0,1,1,1,1,1,1,5
0,19.0,1,1,1,1,1,1,0
4,33.0,0,0,0,0,0,0,2
4,24.0,1,1,0,1,0,1,0
0,27.0,1,1,0,0,0,1,0
4,32.0,1,1,0,1,0,1,0
4,29.0,1,1,0,1,1,1,5
4,58.0,0,0,1,0,0,1,5
4,24.0,1,1,0,0,0,1,5
4,32.0,0,0,1,0,0,0,2
4,26.0,1,1,0,0,1,1,0
4,35.0,0,0,0,1,0,1,0
0,26.0,0,0,0,0,0,0,2
0,38.0,0,0,0,1,0,0,2
4,38.0,1,1,0,1,0,1,0
4,30.0,1,1,0,0,0,1,0
4,32.0,1,1,0,0,0,1,0
0,18.0,1,1,1,0,0,0,0
0,33.0,1,1,0,1,0,1,0
0,49.0,1,1,1,1,0,1,5
0,48.0,1,1,0,1,0,1,0
23,34.0,1,1,0,0,0,1,5
6,41.0,0,0,0,0,0,1,0
0,31.0,1,1,0,1,0,1,0
23,30.0,1,1,0,1,0,1,0
0,38.0,0,0,0,1,0,1,5
4,54.0,0,0,0,1,1,1,5
0,32.0,1,1,0,1,0,1,5
12,25.0,1,1,0,0,1,1,0
3,37.0,1,1,0,1,0,1,0
16,31.0,1,1,1,0,0,1,0
20,46.0,0,0,0,0,0,1,5
0,28.0,1,1,0,1,0,1,0
0,27.0,1,1,0,1,1,1,0
0,39.0,1,1,0,1,0,1,0
0,41.0,1,1,0,1,0,1,0
0,27.0,1,1,0,0,0,1,0
0,19.0,1,1,0,0,0,1,0
2,32.0,1,1,0,1,1,1,0
0,41.0,1,1,0,0,1,1,0
0,33.0,0,0,0,1,0,1,0
0,27.0,1,1,0,1,0,1,0
20,35.0,1,1,0,1,0,1,0
0,28.0,1,1,1,1,1,1,0
0,38.0,1,1,1,1,1,1,0
0,28.0,1,1,0,0,1,1,0
0,20.0,1,1,1,0,0,1,5
0,23.0,1,1,1,0,1,0,2
0,23.0,1,1,0,1,1,1,0
0,35.0,1,1,0,0,1,1,0
0,34.0,1,1,0,1,1,1,0
0,49.0,1,1,0,0,1,1,5
0,26.0,0,0,0,0,1,1,0
0,26.0,0,0,0,0,1,1,0
0,39.0,0,0,0,0,1,1,0
0,31.0,0,0,0,0,1,1,4
0,35.0,0,0,0,0,1,1,0
0,55.0,1,1,0,0,0,1,5
4,27.0,1,1,0,0,0,1,0
4,42.0,1,1,0,0,0,0,2
4,29.0,1,1,0,1,0,1,0
4,32.0,1,1,0,0,0,1,0
4,39.0,0,0,0,1,0,1,0
4,23.0,1,1,0,0,0,1,0
4,38.0,1,1,0,0,0,1,0
4,30.0,1,1,0,1,0,1,5
4,34.0,1,1,0,1,0,1,0
0,29.0,0,0,0,0,0,1,0
0,23.0,1,1,0,1,0,1,0
20,23.0,1,1,0,1,0,1,0
0,59.0,1,1,0,0,0,1,0
0,35.0,1,1,0,1,0,1,5
0,33.0,1,1,0,1,0,1,4
12,23.0,1,1,0,1,0,1,0
16,27.0,1,1,0,1,1,1,5
0,46.0,1,1,1,1,0,1,5
0,45.0,0,0,0,1,0,1,0
0,29.0,1,1,0,1,1,1,0
16,34.0,1,1,0,0,0,1,0
0,30.0,1,1,0,0,0,1,5
0,27.0,1,1,0,0,0,1,0
9,25.0,1,1,0,1,0,1,0
12,22.0,0,0,0,0,0,1,0
6,51.0,1,1,0,0,1,1,0
0,31.0,0,0,0,0,0,1,5
16,24.0,1,1,0,0,0,1,0
0,30.0,1,1,1,1,0,1,0
0,22.0,0,0,0,1,0,1,5
0,31.0,1,1,0,0,0,1,0
0,48.0,1,1,0,1,0,1,0
0,40.0,1,1,0,0,1,1,0
0,48.0,1,1,0,0,0,1,0
0,21.0,0,0,0,1,1,1,0
0,55.0,1,1,1,0,1,1,0
0,24.0,0,0,0,0,1,1,0
0,44.0,1,1,1,0,1,1,0
0,23.0,1,1,0,0,1,1,0
0,55.0,0,0,0,0,1,1,0
0,43.0,1,1,1,1,1,1,0
0,21.0,0,0,0,1,1,1,5
0,27.0,1,1,0,1,1,1,0
4,28.0,0,0,0,1,0,1,5
0,45.0,0,0,1,0,0,0,2
4,31.0,0,0,0,1,0,1,0
4,30.0,1,1,0,1,0,1,5
4,40.0,1,1,0,1,0,1,0
4,30.0,0,0,0,0,1,1,5
4,37.0,0,0,0,0,0,1,2
4,40.0,1,1,0,1,0,1,0
4,32.0,0,0,0,0,0,1,0
17,34.0,1,1,0,1,0,1,5
0,40.0,1,1,0,1,0,1,5
11,37.0,1,1,0,1,0,1,0
9,29.0,1,1,0,1,1,1,0
0,35.0,1,1,0,0,0,1,5
1,28.0,1,1,1,1,0,1,5
0,20.0,1,1,1,0,0,1,0
6,54.0,1,1,0,0,0,1,0
6,42.0,0,0,0,0,0,1,0
20,38.0,1,1,0,0,0,1,5
0,22.0,1,1,1,1,0,1,5
0,39.0,1,1,0,1,0,1,5
0,37.0,1,1,0,0,0,1,0
11,23.0,0,0,0,1,0,1,0
0,36.0,0,0,0,0,0,1,0
17,63.0,0,0,0,0,0,1,5
0,42.0,0,0,1,1,1,0,6
0,26.0,1,1,0,1,0,1,0
0,21.0,0,0,0,1,0,1,5
6,28.0,1,1,0,1,0,1,5
0,34.0,1,1,1,1,0,1,0
0,41.0,0,0,0,1,0,1,0
0,27.0,1,1,1,1,1,1,5
0,46.0,1,1,0,0,1,1,4
0,48.0,1,1,0,1,1,1,3
0,34.0,0,0,0,0,1,1,5
0,25.0,0,0,0,0,1,1,0
4,25.0,1,1,0,1,0,1,0
4,19.0,0,0,1,0,0,1,4
0,29.0,1,1,0,0,0,1,0
4,42.0,1,1,0,1,1,1,5
0,50.0,0,0,0,0,0,1,0
0,21.0,1,1,0,0,1,1,5
4,37.0,0,0,0,1,0,1,0
4,35.0,0,0,0,0,0,1,0
4,27.0,1,1,0,1,0,1,0
4,33.0,0,0,0,1,0,1,0
0,27.0,1,1,0,0,0,1,0
12,27.0,1,1,0,1,1,1,5
23,24.0,1,1,0,1,0,1,0
20,19.0,1,1,0,0,0,1,0
0,25.0,1,1,0,0,0,1,5
4,40.0,0,0,0,0,1,1,0
0,25.0,1,1,1,1,1,1,0
0,44.0,1,1,0,0,0,1,0
13,30.0,1,1,0,0,0,1,0
0,32.0,1,1,0,0,0,1,0
1,48.0,1,1,0,0,0,1,0
18,59.0,0,0,0,1,0,1,5
0,36.0,1,1,0,1,0,1,5
0,24.0,0,0,0,1,0,1,0
0,37.0,1,1,0,1,0,1,0
20,35.0,1,1,0,0,0,1,0
0,37.0,0,0,1,1,1,1,0
13,45.0,0,0,1,0,1,1,5
0,27.0,1,1,0,1,0,1,0
6,28.0,0,0,0,1,0,1,5
0,24.0,1,1,0,1,0,1,0
0,39.0,1,1,1,1,0,1,5
16,27.0,1,1,0,1,0,1,5
6,58.0,1,1,0,1,0,1,0
0,29.0,1,1,0,1,0,1,5
12,46.0,0,0,0,0,1,1,0
0,29.0,0,0,0,0,0,1,0
0,29.0,1,1,0,0,0,1,5
20,29.0,1,1,0,0,0,1,5
12,27.0,0,0,0,1,0,1,0
0,18.0,1,1,0,0,1,1,5
0,33.0,1,1,1,1,1,1,0
0,30.0,1,1,0,1,1,1,0
0,24.0,1,1,1,1,1,1,5
0,42.0,1,1,1,0,1,1,5
0,21.0,1,1,0,0,1,1,2
0,24.0,1,1,0,0,1,1,0
0,25.0,1,1,0,0,1,1,0
0,35.0,0,0,0,0,1,1,0
0,39.0,1,1,1,1,1,1,5
0,41.0,1,1,1,0,1,1,3
0,29.0,1,1,0,1,1,1,0
0,23.0,0,0,0,0,1,1,0
0,31.0,1,1,0,0,1,1,0
0,22.0,0,0,0,1,1,1,0
0,28.0,1,1,0,0,1,1,5
4,37.0,0,0,1,1,0,1,0
4,52.0,1,1,0,0,0,1,0
4,26.0,0,0,0,0,1,1,0
4,52.0,1,1,0,0,1,1,5
4,42.0,1,1,0,0,0,1,0
4,29.0,1,1,0,1,1,1,5
4,31.0,1,1,0,0,1,1,5
4,30.0,0,0,0,1,0,1,5
0,46.0,0,0,0,1,0,0,0
4,33.0,0,0,0,0,0,1,0
4,55.0,0,0,0,1,0,1,0
0,40.0,1,1,0,0,0,1,0
0,30.0,1,1,0,0,0,1,5
20,28.0,0,0,0,1,0,1,0
7,31.0,1,1,0,1,0,1,5
0,29.0,0,0,0,1,1,1,0
0,44.0,1,1,0,1,1,1,5
0,31.0,1,1,0,0,0,1,0
13,44.0,1,1,0,1,1,1,0
20,19.0,1,1,0,0,0,1,5
0,20.0,1,1,0,0,0,1,0
0,42.0,0,0,0,1,1,1,0
0,24.0,1,1,0,0,0,1,5
9,27.0,1,1,1,1,0,1,0
0,25.0,1,1,0,1,0,1,0
8,16.0,1,1,1,0,0,0,2
6,39.0,0,0,0,1,0,1,5
0,43.0,1,1,0,1,0,1,0
6,31.0,1,1,0,1,1,1,5
0,24.0,0,0,0,1,0,1,0
0,30.0,1,1,0,0,0,1,0
0,33.0,1,1,0,1,1,1,5
17,34.0,1,1,0,1,0,1,0
0,35.0,1,1,1,1,0,1,0
0,29.0,1,1,0,1,1,1,0
0,33.0,0,0,0,0,0,1,0
0,36.0,0,0,0,0,0,1,0
0,23.0,1,1,0,1,1,1,0
0,37.0,0,0,0,1,1,1,0
0,60.0,1,1,1,0,0,1,0
0,49.0,0,0,0,1,1,1,0
0,33.0,1,1,0,1,1,1,0
0,17.0,1,1,0,0,0,1,0
0,38.0,0,0,0,1,1,1,0
0,34.0,0,0,0,1,0,1,0
0,47.0,1,1,1,1,1,1,5
0,23.0,1,1,0,1,1,1,0
0,27.0,1,1,0,0,1,1,0
4,31.0,1,1,0,0,0,1,5
4,49.0,0,0,0,0,0,1,0
4,45.0,0,0,0,0,1,1,0
4,41.0,0,0,1,0,0,1,5
4,17.0,0,0,0,0,0,0,2
4,29.0,0,0,1,0,0,0,2
4,26.0,1,1,0,0,0,1,0
4,34.0,1,1,0,0,0,1,5
4,38.0,0,0,0,0,1,0,2
4,20.0,1,1,0,1,1,1,5
4,20.0,1,1,0,0,0,1,0
4,38.0,1,1,0,0,0,1,5
4,19.0,1,1,0,0,0,1,0
4,19.0,1,1,1,0,0,0,2
4,38.0,1,1,0,1,0,1,0
0,28.0,1,1,0,1,0,1,5
0,32.0,1,1,0,1,0,1,0
0,30.0,0,0,0,0,0,1,0
0,44.0,1,1,0,1,1,1,5
0,20.0,1,1,1,0,0,0,2
5,29.0,1,1,0,1,1,1,5
1,18.0,1,1,0,0,0,1,5
0,27.0,1,1,0,0,0,1,5
18,30.0,1,1,0,0,0,1,5
0,20.0,1,1,0,0,0,1,0
0,34.0,1,1,0,0,0,1,0
0,32.0,1,1,0,0,0,1,5
0,28.0,1,1,0,0,0,1,5
6,41.0,0,0,0,0,0,1,5
8,22.0,1,1,0,0,0,1,5
0,52.0,1,1,0,1,0,1,5
0,46.0,0,0,0,0,1,1,5
0,42.0,0,0,0,1,0,1,5
12,31.0,1,1,0,1,0,1,0
0,19.0,1,1,0,1,0,1,5
0,33.0,1,1,0,0,0,1,3
0,37.0,1,1,0,0,0,1,0
0,48.0,0,0,0,0,1,1,5
0,38.0,0,0,0,0,0,1,0
0,32.0,1,1,0,1,1,1,5
0,32.0,1,1,1,1,1,1,5
0,47.0,0,0,0,0,1,1,3
0,16.0,1,1,0,0,0,1,5
0,37.0,1,1,0,1,1,1,5
0,27.0,1,1,0,0,1,1,5
4,45.0,1,1,0,0,0,1,5
4,45.0,1,1,0,0,0,1,5
4,39.0,0,0,0,0,0,1,0
0,55.0,0,0,0,0,0,1,5
4,29.0,0,0,0,0,1,1,0
4,21.0,0,0,0,0,1,0,2
4,17.0,1,1,0,0,0,1,0
4,47.0,0,0,0,1,0,1,0
0,25.0,0,0,0,0,0,1,0
0,22.0,1,1,0,1,0,1,0
0,24.0,1,1,0,1,0,1,5
6,24.0,1,1,0,1,0,1,5
0,32.0,1,1,0,0,0,1,5
12,46.0,0,0,0,1,0,1,5
6,40.0,1,1,0,1,0,1,5
9,39.0,1,1,0,0,0,1,0
0,46.0,1,1,0,1,0,1,0
0,25.0,1,1,0,1,1,1,5
23,15.0,1,1,1,0,0,0,2
0,36.0,0,0,0,1,0,1,0
22,41.0,1,1,0,1,0,1,5
12,35.0,1,1,1,1,1,1,4
9,29.0,1,1,0,1,0,1,5
0,41.0,1,1,0,0,0,1,5
6,23.0,0,0,0,0,0,1,5
0,52.0,0,0,1,0,0,0,2
20,27.0,1,1,0,0,0,1,5
0,24.0,0,0,0,1,0,1,0
0,31.0,1,1,0,1,0,1,5
0,51.0,1,1,0,0,0,0,2
0,41.0,0,0,0,1,0,0,2
0,55.0,1,1,0,1,1,1,3
0,44.0,1,1,1,1,0,1,0
6,31.0,0,0,0,0,0,1,5
16,18.0,0,0,0,1,0,1,0
7,61.0,0,0,0,1,1,1,3
0,39.0,1,1,0,1,0,1,0
4,36.0,0,0,0,1,0,1,5
0,43.0,1,1,1,1,0,1,5
6,56.0,1,1,1,0,0,0,2
0,23.0,1,1,0,0,0,1,0
0,46.0,1,1,0,0,0,1,5
0,46.0,0,0,0,0,0,1,0
0,31.0,1,1,0,0,1,1,3
0,21.0,1,1,0,0,0,1,0
0,39.0,1,1,0,1,1,1,5
0,32.0,0,0,0,1,0,1,0
0,22.0,1,1,1,1,1,1,0
0,25.0,1,1,0,0,1,1,0
0,43.0,0,0,1,1,1,1,0
0,26.0,1,1,1,1,1,1,0
0,27.0,1,1,1,0,1,0,2
0,45.0,1,1,0,1,1,1,5
0,52.0,1,1,0,0,1,1,2
0,32.0,1,1,0,1,0,1,5
0,29.0,1,1,0,0,0,1,0
4,64.0,0,0,0,0,0,1,0
4,51.0,0,0,0,1,0,1,5
4,43.0,1,1,1,1,1,1,5
4,31.0,1,1,0,1,0,1,5
4,36.0,1,1,1,1,1,1,0
4,28.0,1,1,1,1,0,1,5
4,34.0,1,1,0,0,0,1,0
4,36.0,0,0,0,0,0,1,0
4,55.0,1,1,0,1,1,1,0
4,29.0,1,1,0,0,1,1,0
4,29.0,1,1,0,0,0,1,0
4,39.0,0,0,0,0,0,1,0
4,36.0,1,1,0,0,0,1,5
4,27.0,1,1,0,0,0,1,0
0,48.0,1,1,0,0,0,1,5
0,24.0,1,1,0,1,0,1,0
20,39.0,1,1,0,0,0,1,5
0,18.0,1,1,0,0,0,1,0
0,24.0,1,1,0,1,1,1,5
0,33.0,1,1,0,0,0,1,0
5,29.0,1,1,0,1,0,1,5
20,54.0,1,1,0,1,0,1,5
0,31.0,0,0,0,1,0,1,0
0,35.0,0,0,0,0,0,1,0
16,20.0,1,1,0,0,0,1,0
23,49.0,1,1,0,1,0,1,5
23,25.0,1,1,0,0,0,1,0
18,27.0,1,1,0,0,0,1,0
0,25.0,1,1,0,0,0,1,0
14,33.0,1,1,0,1,0,1,0
0,22.0,1,1,0,1,1,1,0
0,31.0,1,1,0,0,0,1,0
12,22.0,1,1,1,0,0,1,0
0,28.0,1,1,1,1,0,1,0
0,32.0,1,1,0,1,1,1,5
0,44.0,1,1,1,1,0,1,0
0,21.0,1,1,0,1,1,1,0
0,33.0,1,1,0,0,0,1,0
0,31.0,1,1,0,1,1,1,0
0,54.0,1,1,0,1,0,1,3
0,26.0,1,1,0,1,0,1,5
0,48.0,0,0,0,0,0,1,3
0,59.0,1,1,0,0,1,1,5
0,21.0,0,0,0,0,0,1,4
0,24.0,0,0,0,1,1,1,0
0,35.0,1,1,0,1,1,1,0
0,27.0,1,1,0,1,1,1,5
0,27.0,0,0,0,1,1,1,0
0,27.0,1,1,0,1,1,1,0
0,25.0,1,1,0,0,0,1,5
0,55.0,0,0,0,0,1,1,0
0,30.0,1,1,0,0,1,1,0
0,23.0,1,1,0,1,1,1,0
0,52.0,1,1,0,1,1,1,5
0,34.0,0,0,0,0,1,1,0
0,22.0,1,1,0,0,0,1,5
0,36.0,1,1,0,0,1,1,5
0,49.0,1,1,1,0,1,1,0
4,41.0,1,1,0,0,0,1,5
4,35.0,1,1,0,1,0,1,0
4,40.0,0,0,0,0,0,0,2
0,43.0,1,1,1,1,0,1,5
4,52.0,1,1,0,0,0,1,0
4,42.0,0,0,0,0,1,1,5
0,24.0,1,1,0,1,1,1,4
0,51.0,0,0,0,0,0,0,2
4,46.0,0,0,0,0,0,1,5
4,39.0,0,0,0,0,0,1,0
4,25.0,1,1,0,0,0,1,0
4,40.0,0,0,0,1,1,1,0
4,24.0,1,1,0,1,0,1,0
4,44.0,1,1,0,0,0,1,0
0,18.0,1,1,0,1,0,1,0
0,32.0,1,1,0,1,0,1,5
4,61.0,1,1,0,0,0,0,2
4,50.0,1,1,0,1,1,1,0
4,61.0,1,1,0,1,1,0,2
0,40.0,0,0,0,1,0,1,0
9,27.0,1,1,0,0,0,1,5
0,44.0,1,1,0,0,0,1,0
0,26.0,1,1,0,1,0,1,0
0,29.0,1,1,0,0,0,1,5
0,39.0,0,0,0,1,0,1,0
0,19.0,1,1,1,0,0,1,0
0,28.0,1,1,0,1,0,1,5
20,31.0,1,1,0,0,0,1,0
21,53.0,1,1,1,0,0,1,0
0,37.0,1,1,0,1,0,1,0
7,45.0,1,1,0,0,0,1,5
12,51.0,1,1,0,1,0,1,0
4,53.0,1,1,0,0,0,1,5
0,33.0,1,1,0,0,0,1,0
0,26.0,1,1,0,1,0,1,5
0,39.0,1,1,1,0,0,1,0
0,35.0,0,0,0,0,1,1,5
0,35.0,0,0,0,1,0,1,5
0,54.0,1,1,0,1,0,1,0
17,35.0,0,0,0,1,0,1,0
0,22.0,1,1,0,0,0,1,5
0,63.0,1,1,1,1,0,1,5
0,30.0,1,1,0,1,0,1,5
0,27.0,1,1,1,1,1,1,5
0,43.0,0,0,0,1,1,1,0
0,24.0,1,1,1,0,0,1,5
0,26.0,1,1,0,1,0,1,0
0,42.0,1,1,0,1,1,1,5
0,26.0,1,1,0,0,0,1,0
0,46.0,1,1,0,0,1,1,0
0,25.0,0,0,0,0,1,1,0
0,34.0,0,0,0,1,1,1,0
0,25.0,0,0,0,0,0,1,0
0,23.0,1,1,0,0,1,1,0
0,35.0,1,1,0,0,0,1,5
0,44.0,0,0,0,0,1,1,0
0,20.0,1,1,0,0,1,1,0
0,52.0,1,1,1,0,1,1,0
0,24.0,1,1,0,0,1,1,5
4,27.0,1,1,0,0,0,1,5
4,18.0,0,0,1,0,0,0,2
4,22.0,0,0,1,0,0,1,2
4,5.0,0,0,1,0,0,0,4
4,38.0,0,0,0,1,1,1,0
0,30.0,1,1,0,1,0,1,5
0,35.0,1,1,0,0,0,1,5
0,23.0,0,0,0,0,0,1,0
4,46.0,0,0,0,0,0,1,0
4,36.0,1,1,0,0,0,1,5
4,45.0,1,1,0,0,1,1,5
4,53.0,1,1,0,1,0,1,5
0,33.0,1,1,1,0,0,0,2
4,31.0,1,1,0,1,1,1,0
4,23.0,1,1,0,1,1,1,0
4,27.0,1,1,0,0,1,1,5
2,46.0,1,1,0,1,0,1,0
6,25.0,0,0,0,0,0,1,0
0,33.0,0,0,0,1,0,1,0
18,27.0,0,0,0,1,1,1,0
6,33.0,1,1,0,1,0,1,0
0,30.0,1,1,0,0,0,1,0
0,36.0,0,0,0,1,0,1,0
0,46.0,1,1,1,0,0,1,5
1,43.0,1,1,1,1,0,1,5
23,30.0,1,1,0,1,0,1,0
0,34.0,1,1,0,1,0,1,0
23,24.0,1,1,0,0,0,1,0
23,29.0,1,1,0,0,0,1,5
0,20.0,1,1,0,1,0,1,5
0,22.0,1,1,0,0,0,1,5
20,31.0,1,1,0,0,0,1,5
0,25.0,1,1,0,0,0,1,0
20,25.0,1,1,1,0,0,1,2
20,19.0,0,0,1,0,0,0,2
18,32.0,0,0,0,1,0,1,0
0,18.0,1,1,0,0,0,1,0
0,55.0,1,1,0,1,0,1,5
12,32.0,0,0,0,0,0,1,5
0,34.0,1,1,0,1,0,1,5
0,33.0,1,1,0,1,1,1,0
0,34.0,1,1,0,0,0,1,0
0,28.0,0,0,0,0,1,1,0
0,30.0,0,0,0,0,1,1,5
0,21.0,0,0,0,0,0,1,0
0,40.0,1,1,0,0,0,1,0
0,25.0,1,1,0,1,1,1,0
0,33.0,1,1,0,0,0,1,2
0,30.0,1,1,0,1,0,1,0
0,40.0,1,1,0,1,1,1,0
0,32.0,1,1,0,0,1,1,0
4,27.0,1,1,0,0,0,1,0
4,23.0,1,1,0,0,0,1,0
4,45.0,1,1,1,1,0,1,0
4,21.0,0,0,0,0,0,0,2
4,40.0,1,1,0,1,1,1,0
0,34.0,1,1,0,1,0,1,0
4,32.0,1,1,1,0,1,1,0
4,30.0,1,1,0,0,0,1,0
4,30.0,1,1,0,0,1,1,5
4,27.0,0,0,0,1,0,1,0
4,30.0,1,1,0,0,1,1,5
4,46.0,1,1,0,1,1,1,0
4,35.0,0,0,1,0,1,0,0
20,28.0,1,1,0,0,1,1,0
0,43.0,1,1,0,0,1,1,5
0,51.0,0,0,0,1,0,1,0
0,54.0,0,0,0,1,0,1,0
12,46.0,0,0,0,1,0,1,0
0,43.0,0,0,0,0,0,1,5
23,26.0,1,1,0,1,1,1,0
0,26.0,1,1,0,1,0,1,5
0,24.0,1,1,0,1,1,1,5
8,34.0,1,1,0,0,1,1,0
0,26.0,1,1,0,1,0,1,0
12,30.0,1,1,0,1,1,1,0
15,25.0,1,1,1,0,0,1,4
20,32.0,1,1,0,0,0,1,0
23,49.0,1,1,1,1,0,1,0
9,29.0,1,1,0,0,0,1,0
0,35.0,1,1,0,1,0,1,0
0,22.0,1,1,1,0,0,0,2
0,38.0,1,1,0,1,0,1,0
0,38.0,1,1,0,1,0,1,0
9,22.0,1,1,0,0,0,1,0
4,30.0,0,0,0,0,0,0,2
2,51.0,1,1,0,1,0,1,0
0,28.0,1,1,0,0,0,1,0
0,29.0,1,1,0,0,1,1,4
0,35.0,1,1,1,1,0,1,5
0,40.0,1,1,0,1,1,1,0
0,55.0,1,1,1,1,1,1,0
0,25.0,1,1,0,1,0,1,0
0,22.0,1,1,0,1,0,1,0
0,20.0,1,1,0,0,0,1,0
0,31.0,1,1,0,0,0,1,5
0,47.0,1,1,0,1,0,1,0
0,53.0,1,1,0,1,0,1,0
0,27.0,0,0,0,0,1,1,0
0,32.0,1,1,1,1,0,1,5
0,19.0,1,1,1,0,1,1,0
0,28.0,1,1,0,1,0,1,0
0,42.0,1,1,0,0,1,1,0
4,33.0,1,1,0,0,0,1,0
4,19.0,1,1,0,0,0,1,5
4,47.0,1,1,0,0,0,1,0
4,24.0,1,1,0,0,1,1,5
4,30.0,1,1,0,0,0,1,5
4,60.0,0,0,0,1,0,1,0
4,44.0,0,0,0,0,0,1,0
4,36.0,1,1,0,1,0,1,5
0,28.0,1,1,1,1,0,1,5
0,19.0,1,1,0,1,1,1,5
7,35.0,1,1,0,0,1,1,5
18,37.0,0,0,0,1,1,1,0
0,42.0,0,0,0,1,0,1,0
18,24.0,1,1,0,0,1,1,0
20,33.0,1,1,0,1,0,1,0
5,57.0,1,1,0,1,0,1,0
12,35.0,1,1,0,0,0,1,0
0,27.0,1,1,0,0,1,1,0
0,46.0,1,1,0,1,0,1,5
20,37.0,1,1,0,0,0,1,0
0,31.0,1,1,0,1,0,1,0
0,27.0,1,1,0,0,0,1,5
0,28.0,1,1,0,1,0,1,0
0,27.0,1,1,0,0,0,1,0
0,30.0,1,1,0,1,0,1,0
0,33.0,1,1,0,0,1,1,0
0,59.0,1,1,0,1,1,1,0
0,37.0,0,0,0,1,1,1,0
0,55.0,1,1,0,0,1,1,0
0,59.0,1,1,0,1,1,1,5
0,53.0,1,1,1,1,1,1,0
0,36.0,1,1,0,0,1,1,0
0,35.0,1,1,0,0,1,1,3
0,28.0,1,1,0,1,1,1,0
0,63.0,0,0,0,1,1,1,3
0,30.0,1,1,0,0,1,1,5
0,29.0,0,0,1,0,1,1,5
0,38.0,0,0,0,0,1,1,3
0,24.0,1,1,0,1,1,1,3
0,18.0,1,1,1,0,0,0,2
0,25.0,0,0,0,0,1,1,0
0,24.0,1,1,0,1,1,1,4
4,36.0,1,1,0,0,0,1,0
4,31.0,1,1,0,0,1,1,5
4,20.0,1,1,0,0,0,1,0
0,23.0,1,1,0,1,1,1,5
4,45.0,1,1,0,1,0,1,0
4,34.0,0,0,0,0,1,1,5
0,42.0,0,0,0,1,1,1,5
4,38.0,1,1,0,0,0,1,5
0,44.0,1,1,1,1,0,1,5
13,30.0,1,1,0,0,0,1,5
0,22.0,1,1,0,0,0,1,0
2,27.0,1,1,0,1,0,1,0
0,44.0,1,1,0,0,0,1,0
6,35.0,1,1,0,1,1,1,5
0,32.0,1,1,0,1,0,1,5
0,61.0,0,0,0,0,0,1,5
0,49.0,0,0,0,1,0,1,0
0,29.0,1,1,0,1,1,1,0
0,51.0,0,0,0,0,0,1,0
4,19.0,1,1,0,0,0,1,0
20,20.0,1,1,0,0,0,1,5
20,27.0,0,0,0,0,0,1,5
23,18.0,1,1,0,0,0,1,5
9,48.0,1,1,1,1,0,1,5
0,38.0,0,0,0,1,0,1,5
0,24.0,1,1,0,1,0,1,0
0,28.0,1,1,1,0,0,1,5
0,34.0,1,1,0,1,1,1,0
0,27.0,1,1,0,1,1,1,0
0,27.0,1,1,0,0,1,1,0
0,25.0,1,1,0,1,1,1,0
0,49.0,1,1,0,0,1,1,5
0,44.0,1,1,0,0,1,1,0
0,18.0,1,1,0,0,1,1,0
0,25.0,1,1,0,1,1,1,5
0,30.0,0,0,1,0,1,1,3
0,18.0,1,1,0,0,1,1,0
0,36.0,1,1,0,1,1,1,0
0,26.0,1,1,1,1,1,1,5
0,31.0,1,1,0,0,1,1,0
4,31.0,1,1,0,0,0,1,0
4,31.0,0,0,0,0,0,1,5
4,40.0,0,0,0,1,1,1,5
4,48.0,0,0,0,0,1,1,5
4,20.0,1,1,0,0,0,1,0
4,27.0,1,1,0,0,0,1,5
4,33.0,1,1,0,0,0,1,5
0,42.0,1,1,0,0,0,1,3
0,40.0,1,1,0,1,0,1,0
2,42.0,1,1,0,1,0,1,0
0,19.0,1,1,1,0,0,1,0
0,5.0,1,1,1,0,0,1,2
